Unnamed: 0,Polygon,Overlay_sheet_ct,naId,Title_short
4789,"[[-5, -43], [-4, -43], [-4, -42], [-5, -42]]",9,46714691,05S043W
4790,"[[-5, -47], [-4, -47], [-4, -46], [-5, -46]]",9,46714728,05S047W
4791,"[[-16, -64], [-15, -64], [-15, -63], [-16, -63]]",9,46718372,16S064W
4792,"[[-16, -42], [-15, -42], [-15, -41], [-16, -41]]",9,46718212,16S042W
4793,"[[-16, -44], [-15, -44], [-15, -43], [-16, -43]]",9,46718230,16S044W
4794,"[[-15, -65], [-14, -65], [-14, -64], [-15, -64]]",9,46717990,15S065W
4795,"[[-15, -66], [-14, -66], [-14, -65], [-15, -65]]",9,46718000,15S066W
4796,"[[-15, -42], [-14, -42], [-14, -41], [-15, -41]]",9,46717840,15S042W
4797,"[[-14, -48], [-13, -48], [-13, -47], [-14, -47]]",9,46717541,14S048W
4798,"[[-14, -39], [-13, -39], [-13, -38], [-14, -38]]",9,46717472,14S039W
4799,"[[-13, -44], [-12, -44], [-12, -43], [-13, -43]]",9,46717162,13S044W
4800,"[[-10, -67], [-9, -67], [-9, -66], [-10, -66]]",9,46716556,10S067W
4801,"[[-11, -38], [-10, -38], [-10, -37], [-11, -37]]",9,46716645,11S038W
4802,"[[-11, -42], [-10, -42], [-10, -41], [-11, -41]]",9,46716676,11S042W
4803,"[[-28, -51], [-27, -51], [-27, -50], [-28, -50]]",9,46721702,28S051W
4804,"[[-29, -49], [-28, -49], [-28, -48], [-29, -48]]",9,46721831,29S049W
4805,"[[-26, -57], [-25, -57], [-25, -56], [-26, -56]]",9,46721399,26S057W
4806,"[[-25, -54], [-24, -54], [-24, -53], [-25, -53]]",9,46721202,25S054W
4807,"[[-24, -67], [-23, -67], [-23, -66], [-24, -66]]",9,46721020,24S067W
4808,"[[-25, -48], [-24, -48], [-24, -47], [-25, -47]]",9,46721139,25S048W
4809,"[[-22, -61], [-21, -61], [-21, -60], [-22, -60]]",9,46720559,22S061W
4810,"[[-20, -65], [-19, -65], [-19, -64], [-20, -64]]",9,46720065,20S065W
4811,"[[-20, -42], [-19, -42], [-19, -41], [-20, -41]]",9,46719786,20S042W
4812,"[[-19, -55], [-18, -55], [-18, -54], [-19, -54]]",9,46719527,19S055W
4813,"[[-18, -66], [-17, -66], [-17, -65], [-18, -65]]",9,46719203,18S066W
4814,"[[-16, -66], [-15, -66], [-15, -65], [-16, -65]]",9,46718398,16S066W
4815,"[[-1, 130], [0, 130], [0, 131], [-1, 131]]",9,46725675,01S130E
4816,"[[-1, 41], [0, 41], [0, 42], [-1, 42]]",9,46725339,01S041E
4817,"[[-1, 16], [0, 16], [0, 17], [-1, 17]]",9,46725049,01S016E
4818,"[[0, 100], [1, 100], [1, 101], [0, 101]]",9,46724498,00S100E
4819,"[[0, 104], [1, 104], [1, 105], [0, 105]]",9,46724515,00S104E
4820,"[[0, 116], [1, 116], [1, 117], [0, 117]]",9,46724585,00S116E
4821,"[[0, 17], [1, 17], [1, 18], [0, 18]]",9,46724203,00S017E
4822,"[[-44, -72], [-43, -72], [-43, -71], [-44, -71]]",9,46723489,44S072W
4823,"[[-44, -73], [-43, -73], [-43, -72], [-44, -72]]",9,46723499,44S073W
4824,"[[-34, -60], [-33, -60], [-33, -59], [-34, -59]]",9,46722831,34S060W
4825,"[[-31, -60], [-30, -60], [-30, -59], [-31, -59]]",9,46722319,31S060W
4826,"[[-30, -55], [-29, -55], [-29, -54], [-30, -54]]",9,46722113,30S055W
4827,"[[-14, 12], [-13, 12], [-13, 13], [-14, 13]]",9,46737174,14S012E
4828,"[[-13, 12], [-12, 12], [-12, 13], [-13, 13]]",9,46737057,13S012E
4829,"[[-13, 29], [-12, 29], [-12, 30], [-13, 30]]",9,46737100,13S029E
4830,"[[-11, 159], [-10, 159], [-10, 160], [-11, 160]]",9,46736878,11S159E
4831,"[[-9, 143], [-8, 143], [-8, 144], [-9, 144]]",9,46735976,09S143E
4832,"[[-10, 120], [-9, 120], [-9, 121], [-10, 121]]",9,46736439,10S120E
4833,"[[-9, 25], [-8, 25], [-8, 26], [-9, 26]]",9,46735827,09S025E
4834,"[[-8, 125], [-7, 125], [-7, 126], [-8, 126]]",9,46735265,08S125E
4835,"[[-7, 143], [-6, 143], [-6, 144], [-7, 144]]",9,46734573,07S143E
4836,"[[-7, 145], [-6, 145], [-6, 146], [-7, 146]]",9,46734594,07S145E
4837,"[[-7, 21], [-6, 21], [-6, 22], [-7, 22]]",9,46734140,07S021E
4838,"[[-6, 144], [-5, 144], [-5, 145], [-6, 145]]",9,46733060,06S144E
4839,"[[-5, 159], [-4, 159], [-4, 160], [-5, 160]]",9,46732354,05S159E
4840,"[[-4, 139], [-3, 139], [-3, 140], [-4, 140]]",9,46730275,04S139E
4841,"[[-4, 155], [-3, 155], [-3, 156], [-4, 156]]",9,46730851,04S155E
4842,"[[-4, 114], [-3, 114], [-3, 115], [-4, 115]]",9,46730109,04S114E
4843,"[[-3, 129], [-2, 129], [-2, 130], [-3, 130]]",9,46728709,03S129E
4844,"[[-3, 138], [-2, 138], [-2, 139], [-3, 139]]",9,46728988,03S138E
4845,"[[-3, 115], [-2, 115], [-2, 116], [-3, 116]]",9,46728174,03S115E
4846,"[[-3, 116], [-2, 116], [-2, 117], [-3, 117]]",9,46728184,03S116E
4847,"[[-3, 120], [-2, 120], [-2, 121], [-3, 121]]",9,46728217,03S120E
4848,"[[-2, 142], [-1, 142], [-1, 143], [-2, 143]]",9,46727253,02S142E
4849,"[[-2, 22], [-1, 22], [-1, 23], [-2, 23]]",9,46726448,02S022E
4850,"[[-1, 142], [0, 142], [0, 143], [-1, 143]]",9,46726109,01S142E
4851,"[[-30, 30], [-29, 30], [-29, 31], [-30, 31]]",9,46739470,30S030E
4852,"[[-31, 18], [-30, 18], [-30, 19], [-31, 19]]",9,46739493,31S018E
4853,"[[-29, 17], [-28, 17], [-28, 18], [-29, 18]]",9,46739221,29S017E
4854,"[[-28, 20], [-27, 20], [-27, 21], [-28, 21]]",9,46739115,28S020E
4855,"[[-28, 26], [-27, 26], [-27, 27], [-28, 27]]",9,46739165,28S026E
4856,"[[-26, 28], [-25, 28], [-25, 29], [-26, 29]]",9,46738903,26S028E
4857,"[[-24, 114], [-23, 114], [-23, 115], [-24, 115]]",9,46738666,24S114E
4858,"[[-23, 31], [-22, 31], [-22, 32], [-23, 32]]",9,46738444,23S031E
4859,"[[-24, 26], [-23, 26], [-23, 27], [-24, 27]]",9,46738517,24S026E
4860,"[[-21, 116], [-20, 116], [-20, 117], [-21, 117]]",9,46738206,21S116E
4861,"[[-22, 30], [-21, 30], [-21, 31], [-22, 31]]",9,46738300,22S030E
4862,"[[-19, 169], [-18, 169], [-18, 170], [-19, 170]]",9,46737985,19S169E
4863,"[[-32, 28], [-31, 28], [-31, 29], [-32, 29]]",9,46739781,32S028E
4864,"[[-33, 20], [-32, 20], [-32, 21], [-33, 21]]",9,46739839,33S020E
4865,"[[-33, 24], [-32, 24], [-32, 25], [-33, 25]]",9,46739876,33S024E
4866,"[[41, 107], [42, 107], [42, 108], [41, 108]]",5,44190168,41N107E
4867,"[[41, 47], [42, 47], [42, 48], [41, 48]]",5,44190072,41N047E
4868,"[[41, 3], [42, 3], [42, 4], [41, 4]]",5,44187974,41N003E
4869,"[[40, 117], [41, 117], [41, 118], [40, 118]]",5,44186678,40N117E
4870,"[[40, 108], [41, 108], [41, 109], [40, 109]]",5,44186497,40N108E
4871,"[[39, 109], [40, 109], [40, 110], [39, 110]]",5,44182176,39N109E
4872,"[[39, 110], [40, 110], [40, 111], [39, 111]]",5,44182182,39N110E
4873,"[[39, 54], [40, 54], [40, 55], [39, 55]]",5,44182143,39N054E
4874,"[[39, 100], [40, 100], [40, 101], [39, 101]]",5,44182154,39N100E
4875,"[[39, 28], [40, 28], [40, 29], [39, 29]]",5,44181986,39N028E
4876,"[[39, 31], [40, 31], [40, 32], [39, 32]]",5,44182012,39N031E
4877,"[[44, 127], [45, 127], [45, 128], [44, 128]]",5,44202559,44N127E
4878,"[[44, 135], [45, 135], [45, 136], [44, 136]]",5,44202570,44N135E
4879,"[[44, 146], [45, 146], [45, 147], [44, 147]]",5,44202669,44N146E
4880,"[[44, 47], [45, 47], [45, 48], [44, 48]]",5,44202518,44N047E
4881,"[[44, 122], [45, 122], [45, 123], [44, 123]]",5,44202524,44N122E
4882,"[[43, 129], [44, 129], [44, 130], [43, 130]]",5,44197268,43N129E
4883,"[[43, 130], [44, 130], [44, 131], [43, 131]]",5,44197274,43N130E
4884,"[[43, 131], [44, 131], [44, 132], [43, 132]]",5,44197280,43N131E
4885,"[[42, 131], [43, 131], [43, 132], [42, 132]]",5,44193671,42N131E
4886,"[[42, 134], [43, 134], [43, 135], [42, 135]]",5,44193692,42N134E
4887,"[[42, 100], [43, 100], [43, 101], [42, 101]]",5,44193431,42N100E
4888,"[[42, 101], [43, 101], [43, 102], [42, 102]]",5,44193437,42N101E
4889,"[[50, 142], [51, 142], [51, 143], [50, 143]]",5,44238134,50N142E
4890,"[[51, 49], [52, 49], [52, 50], [51, 50]]",5,44245421,51N049E
4891,"[[50, 51], [51, 51], [51, 52], [50, 52]]",5,44238112,50N051E
4892,"[[47, 123], [48, 123], [48, 124], [47, 124]]",5,44218651,47N123E
4893,"[[47, 124], [48, 124], [48, 125], [47, 125]]",5,44218657,47N124E
4894,"[[47, 125], [48, 125], [48, 126], [47, 126]]",5,44218663,47N125E
4895,"[[48, 51], [49, 51], [49, 52], [48, 52]]",5,44225419,48N051E
4896,"[[46, 53], [47, 53], [47, 54], [46, 54]]",5,44212902,46N053E
4897,"[[46, 54], [47, 54], [47, 55], [46, 55]]",5,44212908,46N054E
4898,"[[46, 122], [47, 122], [47, 123], [46, 123]]",5,44212919,46N122E
4899,"[[44, 148], [45, 148], [45, 149], [44, 149]]",5,44202684,44N148E
4900,"[[45, 44], [46, 44], [46, 45], [45, 45]]",5,44208184,45N044E
4901,"[[55, 46], [56, 46], [56, 47], [55, 47]]",5,44262385,55N046E
4902,"[[54, 162], [55, 162], [55, 163], [54, 163]]",5,44259990,54N162E
4903,"[[55, 20], [56, 20], [56, 21], [55, 21]]",5,44260203,55N020E
4904,"[[54, 47], [55, 47], [55, 48], [54, 48]]",5,44259945,54N047E
4905,"[[53, 158], [54, 158], [54, 159], [53, 159]]",5,44256674,53N158E
4906,"[[53, 172], [54, 172], [54, 173], [53, 173]]",5,44256700,53N172E
4907,"[[51, 50], [52, 50], [52, 51], [51, 51]]",5,44245427,51N050E
4908,"[[52, 3], [53, 3], [53, 4], [52, 4]]",5,44245821,52N003E
4909,"[[64, 178], [65, 178], [65, 179], [64, 179]]",5,46710780,64N178E
4910,"[[65, 40], [66, 40], [66, 42], [65, 42]]",5,46711024,65N040-041E
4911,"[[64, 14], [65, 14], [65, 15], [64, 15]]",5,46710588,64N014E
4912,"[[62, 39], [63, 39], [63, 40], [62, 40]]",5,46710241,62N039E
4913,"[[61, 11], [62, 11], [62, 12], [61, 12]]",5,46710027,61N011E
4914,"[[61, 12], [62, 12], [62, 13], [61, 13]]",5,46710033,61N012E
4915,"[[61, 36], [62, 36], [62, 37], [61, 37]]",5,46710083,61N036E
4916,"[[60, 25], [61, 25], [61, 26], [60, 26]]",5,46709396,60N025E
4917,"[[59, 4], [60, 4], [60, 5], [59, 5]]",5,46707695,59N004E
4918,"[[57, 6], [58, 6], [58, 7], [57, 7]]",5,46704713,57N006E
4919,"[[-1, -74], [0, -74], [0, -73], [-1, -73]]",5,46713306,01S074W
4920,"[[0, -60], [1, -60], [1, -59], [0, -59]]",5,46712885,00S060W
4921,"[[0, -61], [1, -61], [1, -60], [0, -60]]",5,46712891,00S061W
4922,"[[0, -64], [1, -64], [1, -63], [0, -63]]",5,46712912,00S064W
4923,"[[0, -74], [1, -74], [1, -73], [0, -73]]",5,46712918,00S074W
4924,"[[72, 52], [73, 52], [73, 54], [72, 54]]",5,46712627,72N052-053E
4925,"[[73, 52], [74, 52], [74, 54], [73, 54]]",5,46712633,73N052-053E
4926,"[[73, 54], [74, 54], [74, 56], [73, 56]]",5,46712639,73N054-055E
4927,"[[68, 42], [69, 42], [69, 44], [68, 44]]",5,46712157,68N042-043E
4928,"[[67, 52], [68, 52], [68, 54], [67, 54]]",5,46711644,67N052-053E
4929,"[[66, 26], [67, 26], [67, 28], [66, 28]]",5,46711104,66N026-027E
4930,"[[67, 10], [68, 10], [68, 12], [67, 12]]",5,46711287,67N010-011E
4931,"[[-4, -55], [-3, -55], [-3, -54], [-4, -54]]",5,46714343,04S055W
4932,"[[-4, -36], [-3, -36], [-3, -35], [-4, -35]]",5,46714188,04S036W
4933,"[[-4, -49], [-3, -49], [-3, -48], [-4, -48]]",5,46714317,04S049W
4934,"[[-3, -55], [-2, -55], [-2, -54], [-3, -54]]",5,46713923,03S055W
4935,"[[-3, -63], [-2, -63], [-2, -62], [-3, -62]]",5,46714040,03S063W
4936,"[[-3, -64], [-2, -64], [-2, -63], [-3, -63]]",5,46714046,03S064W
4937,"[[-3, -74], [-2, -74], [-2, -73], [-3, -73]]",5,46714069,03S074W
4938,"[[-3, -75], [-2, -75], [-2, -74], [-3, -74]]",5,46714075,03S075W
4939,"[[-2, -75], [-1, -75], [-1, -74], [-2, -74]]",5,46713657,02S075W
4940,"[[-2, -42], [-1, -42], [-1, -41], [-2, -41]]",5,46713433,02S042W
4941,"[[-2, -43], [-1, -43], [-1, -42], [-2, -42]]",5,46713439,02S043W
4942,"[[-1, -77], [0, -77], [0, -76], [-1, -76]]",5,46713330,01S077W
4943,"[[-7, -60], [-6, -60], [-6, -59], [-7, -59]]",5,46715606,07S060W
4944,"[[-7, -76], [-6, -76], [-6, -75], [-7, -75]]",5,46715683,07S076W
4945,"[[-6, -77], [-5, -77], [-5, -76], [-6, -76]]",5,46715257,06S077W
4946,"[[-7, -54], [-6, -54], [-6, -53], [-7, -53]]",5,46715554,07S054W
4947,"[[-6, -63], [-5, -63], [-5, -62], [-6, -62]]",5,46715214,06S063W
4948,"[[-6, -64], [-5, -64], [-5, -63], [-6, -63]]",5,46715220,06S064W
4949,"[[-6, -65], [-5, -65], [-5, -64], [-6, -64]]",5,46715226,06S065W
4950,"[[-6, -74], [-5, -74], [-5, -73], [-6, -73]]",5,46715232,06S074W
4951,"[[-5, -62], [-4, -62], [-4, -61], [-5, -61]]",5,46714819,05S062W
4952,"[[-4, -56], [-3, -56], [-3, -55], [-4, -55]]",5,46714349,04S056W
4953,"[[-4, -63], [-3, -63], [-3, -62], [-4, -62]]",5,46714408,04S063W
4954,"[[-4, -64], [-3, -64], [-3, -63], [-4, -63]]",5,46714414,04S064W
4955,"[[-9, -54], [-8, -54], [-8, -53], [-9, -53]]",5,46716180,09S054W
4956,"[[-8, -65], [-7, -65], [-7, -64], [-8, -64]]",5,46715949,08S065W
4957,"[[-8, -67], [-7, -67], [-7, -66], [-8, -66]]",5,46715963,08S067W
4958,"[[-8, -157], [-7, -157], [-7, -156], [-8, -156]]",5,46716029,08S157W
4959,"[[-8, -158], [-7, -158], [-7, -157], [-8, -157]]",5,46716035,08S158W
4960,"[[-9, -52], [-8, -52], [-8, -51], [-9, -51]]",5,46716169,09S052W
4961,"[[-8, -44], [-7, -44], [-7, -43], [-8, -43]]",5,46715839,08S044W
4962,"[[-8, -54], [-7, -54], [-7, -53], [-8, -53]]",5,46715888,08S054W
4963,"[[-8, -55], [-7, -55], [-7, -54], [-8, -54]]",5,46715894,08S055W
4964,"[[-8, -57], [-7, -57], [-7, -56], [-8, -56]]",5,46715907,08S057W
4965,"[[-8, -58], [-7, -58], [-7, -57], [-8, -57]]",5,46715913,08S058W
4966,"[[-7, -77], [-6, -77], [-6, -76], [-7, -76]]",5,46715689,07S077W
4967,"[[-15, -56], [-14, -56], [-14, -55], [-15, -55]]",5,46717972,15S056W
4968,"[[-15, -67], [-14, -67], [-14, -66], [-15, -66]]",5,46718010,15S067W
4969,"[[-15, -40], [-14, -40], [-14, -39], [-15, -39]]",5,46717827,15S040W
4970,"[[-14, -45], [-13, -45], [-13, -44], [-14, -44]]",5,46717521,14S045W
4971,"[[-14, -65], [-13, -65], [-13, -64], [-14, -64]]",5,46717596,14S065W
4972,"[[-14, -66], [-13, -66], [-13, -65], [-14, -65]]",5,46717602,14S066W
4973,"[[-13, -54], [-12, -54], [-12, -53], [-13, -53]]",5,46717244,13S054W
4974,"[[-13, -65], [-12, -65], [-12, -64], [-13, -64]]",5,46717255,13S065W
4975,"[[-14, -40], [-13, -40], [-13, -39], [-14, -39]]",5,46717482,14S040W
4976,"[[-13, -40], [-12, -40], [-12, -39], [-13, -39]]",5,46717130,13S040W
4977,"[[-13, -45], [-12, -45], [-12, -44], [-13, -44]]",5,46717172,13S045W
4978,"[[-12, -49], [-11, -49], [-11, -48], [-12, -48]]",5,46716976,12S049W
4979,"[[-11, -64], [-10, -64], [-10, -63], [-11, -63]]",5,46716783,11S064W
4980,"[[-11, -65], [-10, -65], [-10, -64], [-11, -64]]",5,46716789,11S065W
4981,"[[-12, -37], [-11, -37], [-11, -36], [-12, -36]]",5,46716877,12S037W
4982,"[[-12, -40], [-11, -40], [-11, -39], [-12, -39]]",5,46716909,12S040W
4983,"[[-10, -70], [-9, -70], [-9, -69], [-10, -69]]",5,46716586,10S070W
4984,"[[-10, -75], [-9, -75], [-9, -74], [-10, -74]]",5,46716592,10S075W
4985,"[[-11, -40], [-10, -40], [-10, -39], [-11, -39]]",5,46716662,11S040W
4986,"[[-10, -48], [-9, -48], [-9, -47], [-10, -47]]",5,46716459,10S048W
4987,"[[-10, -49], [-9, -49], [-9, -48], [-10, -48]]",5,46716465,10S049W
4988,"[[-10, -56], [-9, -56], [-9, -55], [-10, -55]]",5,46716513,10S056W
4989,"[[-9, -55], [-8, -55], [-8, -54], [-9, -54]]",5,46716186,09S055W
4990,"[[-9, -56], [-8, -56], [-8, -55], [-9, -55]]",5,46716192,09S056W
4991,"[[-23, -55], [-22, -55], [-22, -54], [-23, -54]]",5,46720740,23S055W
4992,"[[-23, -56], [-22, -56], [-22, -55], [-23, -55]]",5,46720746,23S056W
4993,"[[-22, -62], [-21, -62], [-21, -61], [-22, -61]]",5,46720569,22S062W
4994,"[[-19, -58], [-18, -58], [-18, -57], [-19, -57]]",5,46719559,19S058W
4995,"[[-19, -66], [-18, -66], [-18, -65], [-19, -65]]",5,46719672,19S066W
4996,"[[-19, -50], [-18, -50], [-18, -49], [-19, -49]]",5,46719495,19S050W
4997,"[[-18, -55], [-17, -55], [-17, -54], [-18, -54]]",5,46719112,18S055W
4998,"[[-18, -159], [-17, -159], [-17, -158], [-18, -158]]",5,46719332,18S159W
4999,"[[-18, -40], [-17, -40], [-17, -39], [-18, -39]]",5,46718994,18S040W
5000,"[[-17, -43], [-16, -43], [-16, -42], [-17, -42]]",5,46718630,17S043W
5001,"[[-16, -62], [-15, -62], [-15, -61], [-16, -61]]",5,46718361,16S062W
5002,"[[-17, -40], [-16, -40], [-16, -39], [-17, -39]]",5,46718612,17S040W
5003,"[[-32, -58], [-31, -58], [-31, -57], [-32, -57]]",5,46722483,32S058W
5004,"[[-31, -57], [-30, -57], [-30, -56], [-31, -56]]",5,46722313,31S057W
5005,"[[-31, -63], [-30, -63], [-30, -62], [-31, -62]]",5,46722329,31S063W
5006,"[[-29, -57], [-28, -57], [-28, -56], [-29, -56]]",5,46721961,29S057W
5007,"[[-27, -55], [-26, -55], [-26, -54], [-27, -54]]",5,46721560,27S055W
5008,"[[-27, -57], [-26, -57], [-26, -56], [-27, -56]]",5,46721573,27S057W
5009,"[[-27, -58], [-26, -58], [-26, -57], [-27, -57]]",5,46721579,27S058W
5010,"[[-25, -58], [-24, -58], [-24, -57], [-25, -57]]",5,46721244,25S058W
5011,"[[-26, -51], [-25, -51], [-25, -50], [-26, -50]]",5,46721364,26S051W
5012,"[[-24, -47], [-23, -47], [-23, -46], [-24, -46]]",5,46720917,24S047W
5013,"[[-24, -50], [-23, -50], [-23, -49], [-24, -49]]",5,46720946,24S050W
5014,"[[-24, -55], [-23, -55], [-23, -54], [-24, -54]]",5,46720976,24S055W
5015,"[[-38, -61], [-37, -61], [-37, -60], [-38, -60]]",5,46723272,38S061W
5016,"[[-40, -71], [-39, -71], [-39, -70], [-40, -70]]",5,46723368,40S071W
5017,"[[-41, -71], [-40, -71], [-40, -70], [-41, -70]]",5,46723395,41S071W
5018,"[[-37, -58], [-36, -58], [-36, -57], [-37, -57]]",5,46723151,37S058W
5019,"[[-37, -60], [-36, -60], [-36, -59], [-37, -59]]",5,46723161,37S060W
5020,"[[-37, -61], [-36, -61], [-36, -60], [-37, -60]]",5,46723167,37S061W
5021,"[[-37, -62], [-36, -62], [-36, -61], [-37, -61]]",5,46723173,37S062W
5022,"[[-38, -57], [-37, -57], [-37, -56], [-38, -56]]",5,46723248,38S057W
5023,"[[-34, -61], [-33, -61], [-33, -60], [-34, -60]]",5,46722841,34S061W
5024,"[[-34, -69], [-33, -69], [-33, -68], [-34, -68]]",5,46722855,34S069W
5025,"[[-34, -53], [-33, -53], [-33, -52], [-34, -52]]",5,46722757,34S053W
5026,"[[-32, -69], [-31, -69], [-31, -68], [-32, -68]]",5,46722505,32S069W
5027,"[[-53, -69], [-52, -69], [-52, -68], [-53, -68]]",5,46723783,53S069W
5028,"[[-54, -67], [-53, -67], [-53, -66], [-54, -66]]",5,46723824,54S067W
5029,"[[-48, -73], [-47, -73], [-47, -72], [-48, -72]]",5,46723617,48S073W
5030,"[[-48, -74], [-47, -74], [-47, -73], [-48, -73]]",5,46723623,48S074W
5031,"[[-49, -73], [-48, -73], [-48, -72], [-49, -72]]",5,46723637,49S073W
5032,"[[-50, -73], [-49, -73], [-49, -72], [-50, -72]]",5,46723660,50S073W
5033,"[[-51, -72], [-50, -72], [-50, -71], [-51, -71]]",5,46723692,51S072W
5034,"[[-52, -69], [-51, -69], [-51, -68], [-52, -68]]",5,46723720,52S069W
5035,"[[-46, -71], [-45, -71], [-45, -70], [-46, -70]]",5,46723554,46S071W
5036,"[[-46, -73], [-45, -73], [-45, -72], [-46, -72]]",5,46723568,46S073W
5037,"[[-46, -74], [-45, -74], [-45, -73], [-46, -73]]",5,46723574,46S074W
5038,"[[-47, -73], [-46, -73], [-46, -72], [-47, -72]]",5,46723598,47S073W
5039,"[[-1, 26], [0, 26], [0, 27], [-1, 27]]",5,46725122,01S026E
5040,"[[-1, 31], [0, 31], [0, 32], [-1, 32]]",5,46725195,01S031E
5041,"[[0, 112], [1, 112], [1, 113], [0, 113]]",5,46724562,00S112E
5042,"[[0, 123], [1, 123], [1, 124], [0, 124]]",5,46724660,00S123E
5043,"[[0, 24], [1, 24], [1, 25], [0, 25]]",5,46724273,00S024E
5044,"[[-68, -66], [-67, -66], [-67, -66], [-68, -66]]",5,46723933,68S066/067W
5045,"[[-69, -68], [-68, -68], [-68, -68], [-69, -68]]",5,46723955,69S068/069W
5046,"[[-69, -70], [-68, -70], [-68, -70], [-69, -70]]",5,46723961,69S070/071W
5047,"[[-54, -69], [-53, -69], [-53, -68], [-54, -68]]",5,46723838,54S069W
5048,"[[-55, -67], [-54, -67], [-54, -66], [-55, -66]]",5,46723873,55S067W
5049,"[[-55, -68], [-54, -68], [-54, -67], [-55, -67]]",5,46723879,55S068W
5050,"[[-55, -69], [-54, -69], [-54, -68], [-55, -68]]",5,46723885,55S069W
5051,"[[-8, 120], [-7, 120], [-7, 121], [-8, 121]]",5,46735225,08S120E
5052,"[[-7, 22], [-6, 22], [-6, 23], [-7, 23]]",5,46734150,07S022E
5053,"[[-6, 131], [-5, 131], [-5, 132], [-6, 132]]",5,46732983,06S131E
5054,"[[-6, 120], [-5, 120], [-5, 121], [-6, 121]]",5,46732953,06S120E
5055,"[[-5, 133], [-4, 133], [-4, 134], [-5, 134]]",5,46731441,05S133E
5056,"[[-5, 138], [-4, 138], [-4, 139], [-5, 139]]",5,46731467,05S138E
5057,"[[-5, 142], [-4, 142], [-4, 143], [-5, 143]]",5,46731497,05S142E
5058,"[[-4, 157], [-3, 157], [-3, 158], [-4, 158]]",5,46730866,04S157E
5059,"[[-4, 123], [-3, 123], [-3, 124], [-4, 124]]",5,46730201,04S123E
5060,"[[-4, 129], [-3, 129], [-3, 130], [-4, 130]]",5,46730208,04S129E
5061,"[[-4, 131], [-3, 131], [-3, 132], [-4, 132]]",5,46730214,04S131E
5062,"[[-4, 133], [-3, 133], [-3, 134], [-4, 134]]",5,46730220,04S133E
5063,"[[-13, 160], [-12, 160], [-12, 161], [-13, 161]]",5,46737153,13S160E
5064,"[[-13, 166], [-12, 166], [-12, 167], [-13, 167]]",5,46737159,13S166E
5065,"[[-14, 28], [-13, 28], [-13, 29], [-14, 29]]",5,46737192,14S028E
5066,"[[-12, 132], [-11, 132], [-11, 133], [-12, 133]]",5,46736982,12S132E
5067,"[[-13, 13], [-12, 13], [-12, 14], [-13, 14]]",5,46737067,13S013E
5068,"[[-13, 126], [-12, 126], [-12, 127], [-13, 127]]",5,46737123,13S126E
5069,"[[-10, 165], [-9, 165], [-9, 166], [-10, 166]]",5,46736705,10S165E
5070,"[[-10, 121], [-9, 121], [-9, 122], [-10, 122]]",5,46736449,10S121E
5071,"[[-9, 119], [-8, 119], [-8, 120], [-9, 120]]",5,46735876,09S119E
5072,"[[-9, 123], [-8, 123], [-8, 124], [-9, 124]]",5,46735902,09S123E
5073,"[[-8, 129], [-7, 129], [-7, 130], [-8, 130]]",5,46735307,08S129E
5074,"[[-8, 138], [-7, 138], [-7, 139], [-8, 139]]",5,46735348,08S138E
5075,"[[-4, 105], [-3, 105], [-3, 106], [-4, 106]]",5,46730103,04S105E
5076,"[[-3, 147], [-2, 147], [-2, 148], [-3, 148]]",5,46729360,03S147E
5077,"[[-2, 148], [-1, 148], [-1, 149], [-2, 149]]",5,46727411,02S148E
5078,"[[-2, 123], [-1, 123], [-1, 124], [-2, 124]]",5,46726769,02S123E
5079,"[[-2, 127], [-1, 127], [-1, 128], [-2, 128]]",5,46726787,02S127E
5080,"[[-2, 100], [-1, 100], [-1, 101], [-2, 101]]",5,46726585,02S100E
5081,"[[-2, 101], [-1, 101], [-1, 102], [-2, 102]]",5,46726591,02S101E
5082,"[[-2, 103], [-1, 103], [-1, 104], [-2, 104]]",5,46726597,02S103E
5083,"[[-2, 113], [-1, 113], [-1, 114], [-2, 114]]",5,46726681,02S113E
5084,"[[-2, 27], [-1, 27], [-1, 28], [-2, 28]]",5,46726523,02S027E
5085,"[[-1, 145], [0, 145], [0, 146], [-1, 146]]",5,46726142,01S145E
5086,"[[-1, 122], [0, 122], [0, 123], [-1, 123]]",5,46725606,01S122E
5087,"[[-17, 137], [-16, 137], [-16, 138], [-17, 138]]",5,46737742,17S137E
5088,"[[-17, 178], [-16, 178], [-16, 179], [-17, 179]]",5,46737804,17S178E
5089,"[[-18, 27], [-17, 27], [-17, 28], [-18, 28]]",5,46737814,18S027E
5090,"[[-16, 31], [-15, 31], [-15, 32], [-16, 32]]",5,46737553,16S031E
5091,"[[-16, 130], [-15, 130], [-15, 131], [-16, 131]]",5,46737585,16S130E
5092,"[[-16, 137], [-15, 137], [-15, 138], [-16, 138]]",5,46737605,16S137E
5093,"[[-15, 130], [-14, 130], [-14, 131], [-15, 131]]",5,46737368,15S130E
5094,"[[-15, 131], [-14, 131], [-14, 132], [-15, 132]]",5,46737374,15S131E
5095,"[[-14, 168], [-13, 168], [-13, 169], [-14, 169]]",5,46737295,14S168E
5096,"[[-15, 11], [-14, 11], [-14, 12], [-15, 12]]",5,46737301,15S011E
5097,"[[-14, 127], [-13, 127], [-13, 128], [-14, 128]]",5,46737216,14S127E
