Unnamed: 0,Polygon,Overlay_sheet_ct,naId,Title_short
3414,"[[49, -55], [50, -55], [50, -54], [49, -54]]",8,34505413,49N055W
3415,"[[48, -102], [49, -102], [49, -101], [48, -101]]",8,34504433,48N102W
3416,"[[48, -58], [49, -58], [49, -57], [48, -57]]",8,34504247,48N058W
3417,"[[48, -69], [49, -69], [49, -68], [48, -68]]",8,34504261,48N069W
3418,"[[48, -71], [49, -71], [49, -70], [48, -70]]",8,34504278,48N071W
3419,"[[47, -107], [48, -107], [48, -106], [47, -106]]",8,34502355,47N107W
3420,"[[54, -125], [55, -125], [55, -124], [54, -124]]",8,34510126,54N125W
3421,"[[54, -128], [55, -128], [55, -127], [54, -127]]",8,34510153,54N128W
3422,"[[54, -160], [55, -160], [55, -159], [54, -159]]",8,34510251,54N160W
3423,"[[54, -114], [55, -114], [55, -113], [54, -113]]",8,34509990,54N114W
3424,"[[53, -128], [54, -128], [54, -127], [53, -127]]",8,34509501,53N128W
3425,"[[53, -117], [54, -117], [54, -116], [53, -116]]",8,34509397,53N117W
3426,"[[53, -118], [54, -118], [54, -117], [53, -117]]",8,34509406,53N118W
3427,"[[53, -119], [54, -119], [54, -118], [53, -118]]",8,34509415,53N119W
3428,"[[52, -122], [53, -122], [53, -121], [52, -121]]",8,34508681,52N122W
3429,"[[52, -71], [53, -71], [53, -70], [52, -70]]",8,34508572,52N071W
3430,"[[52, -62], [53, -62], [53, -61], [52, -61]]",8,34508466,52N062W
3431,"[[51, -72], [52, -72], [52, -71], [51, -71]]",8,34507803,51N072W
3432,"[[57, -3], [58, -3], [58, -2], [57, -2]]",8,34512103,57N003W
3433,"[[56, -127], [57, -127], [57, -126], [56, -126]]",8,34511697,56N127W
3434,"[[56, -128], [57, -128], [57, -127], [56, -127]]",8,34511706,56N128W
3435,"[[56, -110], [57, -110], [57, -109], [56, -109]]",8,34511486,56N110W
3436,"[[56, -111], [57, -111], [57, -110], [56, -110]]",8,34511495,56N111W
3437,"[[56, -64], [57, -64], [57, -63], [56, -63]]",8,34511317,56N064W
3438,"[[55, -155], [56, -155], [56, -154], [55, -154]]",8,34511036,55N155W
3439,"[[55, -115], [56, -115], [56, -114], [55, -114]]",8,34510692,55N115W
3440,"[[55, -68], [56, -68], [56, -67], [55, -67]]",8,34510526,55N068W
3441,"[[55, -70], [56, -70], [56, -69], [55, -69]]",8,34510543,55N070W
3442,"[[55, -94], [56, -94], [56, -93], [55, -93]]",8,34510578,55N094W
3443,"[[55, -59], [56, -59], [56, -58], [55, -58]]",8,34510426,55N059W
3444,"[[59, -116], [60, -116], [60, -115], [59, -115]]",8,34514193,59N116W
3445,"[[59, -70], [60, -70], [60, -69], [59, -69]]",8,34514077,59N070W
3446,"[[59, -1], [60, -1], [60, 0], [59, 0]]",8,34513995,59N001W
3447,"[[61, -119], [62, -119], [62, -118], [61, -118]]",8,34518045,61N119W
3448,"[[61, -128], [62, -128], [62, -127], [61, -127]]",8,34518116,61N128W
3449,"[[61, -131], [62, -131], [62, -130], [61, -130]]",8,34518141,61N131W
3450,"[[60, -138], [61, -138], [61, -137], [60, -137]]",8,34516051,60N138W
3451,"[[60, -113], [61, -113], [61, -112], [60, -112]]",8,34515724,60N113W
3452,"[[60, -116], [61, -116], [61, -115], [60, -115]]",8,34515756,60N116W
3453,"[[60, -122], [61, -122], [61, -121], [60, -121]]",8,34515798,60N122W
3454,"[[60, -124], [61, -124], [61, -123], [60, -123]]",8,34515815,60N124W
3455,"[[59, -133], [60, -133], [60, -132], [59, -132]]",8,34514429,59N133W
3456,"[[58, -117], [59, -117], [59, -116], [58, -116]]",8,34513193,58N117W
3457,"[[58, -118], [59, -118], [59, -117], [58, -117]]",8,34513202,58N118W
3458,"[[58, -119], [59, -119], [59, -118], [58, -118]]",8,34513211,58N119W
3459,"[[58, -127], [59, -127], [59, -126], [58, -126]]",8,34513353,58N127W
3460,"[[58, -128], [59, -128], [59, -127], [58, -127]]",8,34513362,58N128W
3461,"[[58, -131], [59, -131], [59, -130], [58, -130]]",8,34513391,58N131W
3462,"[[58, -109], [59, -109], [59, -108], [58, -108]]",8,34513139,58N109W
3463,"[[57, -126], [58, -126], [58, -125], [57, -125]]",8,34512530,57N126W
3464,"[[57, -109], [58, -109], [58, -108], [57, -108]]",8,34512308,57N109W
3465,"[[57, -119], [58, -119], [58, -118], [57, -118]]",8,34512381,57N119W
3466,"[[57, -120], [58, -120], [58, -119], [57, -119]]",8,34512390,57N120W
3467,"[[57, -5], [58, -5], [58, -4], [57, -4]]",8,34512119,57N005W
3468,"[[63, -83], [64, -83], [64, -82], [63, -82]]",8,34522454,63N083W
3469,"[[63, -65], [64, -65], [64, -64], [63, -64]]",8,34522324,63N065W
3470,"[[63, -42], [64, -42], [64, -41], [63, -41]]",8,34522241,63N042W
3471,"[[62, -123], [63, -123], [63, -122], [62, -122]]",8,34520344,62N123W
3472,"[[62, -132], [63, -132], [63, -131], [62, -131]]",8,34520390,62N132W
3473,"[[62, -139], [63, -139], [63, -138], [62, -138]]",8,34520444,62N139W
3474,"[[62, -169], [63, -169], [63, -168], [62, -168]]",8,34522026,62N169W
3475,"[[62, -115], [63, -115], [63, -114], [62, -114]]",8,34520273,62N115W
3476,"[[62, -116], [63, -116], [63, -115], [62, -115]]",8,34520282,62N116W
3477,"[[62, -119], [63, -119], [63, -118], [62, -118]]",8,34520307,62N119W
3478,"[[62, -120], [63, -120], [63, -119], [62, -119]]",8,34520316,62N120W
3479,"[[62, -121], [63, -121], [63, -120], [62, -120]]",8,34520325,62N121W
3480,"[[65, -48], [66, -48], [66, -48], [65, -48]]",8,34526933,65N048-049W
3481,"[[64, -132], [65, -132], [65, -131], [64, -131]]",8,34525314,64N132W
3482,"[[64, -139], [65, -139], [65, -138], [64, -138]]",8,34525332,64N139W
3483,"[[64, -86], [65, -86], [65, -85], [64, -85]]",8,34525103,64N086W
3484,"[[64, -88], [65, -88], [65, -87], [64, -87]]",8,34525118,64N088W
3485,"[[64, -89], [65, -89], [65, -88], [64, -88]]",8,34525127,64N089W
3486,"[[64, -49], [65, -49], [65, -48], [64, -48]]",8,34524872,64N049W
3487,"[[64, -41], [65, -41], [65, -40], [64, -40]]",8,34524835,64N041W
3488,"[[63, -139], [64, -139], [64, -138], [63, -138]]",8,34522713,63N139W
3489,"[[63, -117], [64, -117], [64, -116], [63, -116]]",8,34522573,63N117W
3490,"[[63, -120], [64, -120], [64, -119], [63, -119]]",8,34522598,63N120W
3491,"[[63, -91], [64, -91], [64, -90], [63, -90]]",8,34522501,63N091W
3492,"[[71, -26], [72, -26], [72, -26], [71, -26]]",8,34530837,71N026-027W
3493,"[[68, -64], [69, -64], [69, -64], [68, -64]]",8,34529548,68N064-065W
3494,"[[67, -138], [68, -138], [68, -138], [67, -138]]",8,34529148,67N138-139W
3495,"[[67, -148], [68, -148], [68, -148], [67, -148]]",8,34529228,67N148-149W
3496,"[[67, -174], [68, -174], [68, -174], [67, -174]]",8,34529388,67N174-175W
3497,"[[67, -66], [68, -66], [68, -66], [67, -66]]",8,34529025,67N066-067W
3498,"[[67, -68], [68, -68], [68, -68], [67, -68]]",8,34529034,67N068-069W
3499,"[[67, -70], [68, -70], [68, -70], [67, -70]]",8,34529043,67N070-071W
3500,"[[66, -64], [67, -64], [67, -64], [66, -64]]",8,34528203,66N064-065W
3501,"[[66, -66], [67, -66], [67, -66], [66, -66]]",8,34528212,66N066-067W
3502,"[[65, -84], [66, -84], [66, -84], [65, -84]]",8,34527054,65N084-085W
3503,"[[65, -132], [66, -132], [66, -132], [65, -132]]",8,34527160,65N132-133W
3504,"[[0, -79], [1, -79], [1, -78], [0, -78]]",8,34533360,00N079W
3505,"[[78, -102], [79, -102], [79, -102], [78, -102]]",8,34532630,78N102-103W
3506,"[[77, -66], [78, -66], [78, -66], [77, -66]]",8,34532372,77N066-067W
3507,"[[76, -78], [77, -78], [77, -78], [76, -78]]",8,34532204,76N078-079W
3508,"[[75, -106], [76, -106], [76, -106], [75, -106]]",8,34531989,75N106-107W
3509,"[[75, -64], [76, -64], [76, -64], [75, -64]]",8,34531882,75N064-065W
3510,"[[75, -18], [76, -18], [76, -18], [75, -18]]",8,34531806,75N018-019W
3511,"[[74, -20], [75, -20], [75, -20], [74, -20]]",8,34531619,74N020-021W
3512,"[[74, -54], [75, -54], [75, -54], [74, -54]]",8,34531654,74N054-055W
3513,"[[73, -26], [74, -26], [74, -26], [73, -26]]",8,34531419,73N026-027W
3514,"[[73, -28], [74, -28], [74, -28], [73, -28]]",8,34531428,73N028-029W
3515,"[[72, -26], [73, -26], [73, -26], [72, -26]]",8,34531148,72N026-027W
3516,"[[2, 117], [3, 117], [3, 118], [2, 118]]",8,34537055,02N117E
3517,"[[2, 34], [3, 34], [3, 35], [2, 35]]",8,34536786,02N034E
3518,"[[1, 111], [2, 111], [2, 112], [1, 112]]",8,34535841,01N111E
3519,"[[0, 102], [1, 102], [1, 103], [0, 103]]",8,34534772,00N102E
3520,"[[18, -11], [19, -11], [19, -10], [18, -10]]",8,34534129,18N011W
3521,"[[20, -7], [21, -7], [21, -6], [20, -6]]",8,34534228,20N007W
3522,"[[21, -7], [22, -7], [22, -6], [21, -6]]",8,34534282,21N007W
3523,"[[21, -8], [22, -8], [22, -7], [21, -7]]",8,34534291,21N008W
3524,"[[18, -10], [19, -10], [19, -9], [18, -9]]",8,34534120,18N010W
3525,"[[13, -7], [14, -7], [14, -6], [13, -6]]",8,34533825,13N007W
3526,"[[8, -13], [9, -13], [9, -12], [8, -12]]",8,34533500,08N013W
3527,"[[9, -81], [10, -81], [10, -80], [9, -80]]",8,34533614,09N081W
3528,"[[10, 33], [11, 33], [11, 34], [10, 34]]",8,34544333,10N033E
3529,"[[10, 34], [11, 34], [11, 35], [10, 35]]",8,34544342,10N034E
3530,"[[10, 36], [11, 36], [11, 37], [10, 37]]",8,34544359,10N036E
3531,"[[10, 3], [11, 3], [11, 4], [10, 4]]",8,34544205,10N003E
3532,"[[10, 18], [11, 18], [11, 19], [10, 19]]",8,34544281,10N018E
3533,"[[9, 165], [10, 165], [10, 166], [9, 166]]",8,34544073,09N165E
3534,"[[9, 46], [10, 46], [10, 47], [9, 47]]",8,34543037,09N046E
3535,"[[9, 50], [10, 50], [10, 51], [9, 51]]",8,34543068,09N050E
3536,"[[9, 18], [10, 18], [10, 19], [9, 19]]",8,34542818,09N018E
3537,"[[9, 1], [10, 1], [10, 2], [9, 2]]",8,34542674,09N001E
3538,"[[8, 165], [9, 165], [9, 166], [8, 166]]",8,34542569,08N165E
3539,"[[8, 20], [9, 20], [9, 21], [8, 21]]",8,34541610,08N020E
3540,"[[8, 9], [9, 9], [9, 10], [8, 10]]",8,34541516,08N009E
3541,"[[8, 19], [9, 19], [9, 20], [8, 20]]",8,34541601,08N019E
3542,"[[7, 152], [8, 152], [8, 153], [7, 153]]",8,34541297,07N152E
3543,"[[7, 35], [8, 35], [8, 36], [7, 36]]",8,34540359,07N035E
3544,"[[7, 27], [8, 27], [8, 28], [7, 28]]",8,34540323,07N027E
3545,"[[6, 117], [7, 117], [7, 118], [6, 118]]",8,34539489,06N117E
3546,"[[6, 123], [7, 123], [7, 124], [6, 124]]",8,34539770,06N123E
3547,"[[5, 162], [6, 162], [6, 163], [5, 163]]",8,34539037,05N162E
3548,"[[5, 114], [6, 114], [6, 115], [5, 115]]",8,34538741,05N114E
3549,"[[5, 19], [6, 19], [6, 20], [5, 20]]",8,34538525,05N019E
3550,"[[3, 106], [4, 106], [4, 107], [3, 107]]",8,34537673,03N106E
3551,"[[3, 45], [4, 45], [4, 46], [3, 46]]",8,34537535,03N045E
3552,"[[12, 45], [13, 45], [13, 46], [12, 46]]",8,34549025,12N045E
3553,"[[13, 2], [14, 2], [14, 3], [13, 3]]",8,34550506,13N002E
3554,"[[12, 29], [13, 29], [13, 30], [12, 30]]",8,34548844,12N029E
3555,"[[12, 16], [13, 16], [13, 17], [12, 17]]",8,34548751,12N016E
3556,"[[11, 77], [12, 77], [12, 78], [11, 78]]",8,34546811,11N077E
3557,"[[11, 167], [12, 167], [12, 168], [11, 168]]",8,34548530,11N167E
3558,"[[12, 5], [13, 5], [13, 6], [12, 6]]",8,34548590,12N005E
3559,"[[11, 30], [12, 30], [12, 31], [11, 31]]",8,34546642,11N030E
3560,"[[10, 126], [11, 126], [11, 127], [10, 127]]",8,34546315,10N126E
3561,"[[10, 165], [11, 165], [11, 166], [10, 166]]",8,34546345,10N165E
3562,"[[11, 2], [12, 2], [12, 3], [11, 3]]",8,34546408,11N002E
3563,"[[10, 47], [11, 47], [11, 48], [10, 48]]",8,34544397,10N047E
3564,"[[15, 8], [16, 8], [16, 9], [15, 9]]",8,34554891,15N008E
3565,"[[14, 49], [15, 49], [15, 50], [14, 50]]",8,34552999,14N049E
3566,"[[14, 22], [15, 22], [15, 23], [14, 23]]",8,34552791,14N022E
3567,"[[14, 26], [15, 26], [15, 27], [14, 27]]",8,34552824,14N026E
3568,"[[14, 29], [15, 29], [15, 30], [14, 30]]",8,34552853,14N029E
3569,"[[14, 31], [15, 31], [15, 32], [14, 32]]",8,34552872,14N031E
3570,"[[14, 33], [15, 33], [15, 34], [14, 34]]",8,34552894,14N033E
3571,"[[14, 11], [15, 11], [15, 12], [14, 12]]",8,34552698,14N011E
3572,"[[13, 18], [14, 18], [14, 19], [13, 19]]",8,34550675,13N018E
3573,"[[13, 21], [14, 21], [14, 22], [13, 22]]",8,34550704,13N021E
3574,"[[13, 30], [14, 30], [14, 31], [13, 31]]",8,34550815,13N030E
3575,"[[13, 6], [14, 6], [14, 7], [13, 7]]",8,34550535,13N006E
3576,"[[18, 10], [19, 10], [19, 11], [18, 11]]",8,34561225,18N010E
3577,"[[18, 32], [19, 32], [19, 33], [18, 33]]",8,34561258,18N032E
3578,"[[17, 32], [18, 32], [18, 33], [17, 33]]",8,34559392,17N032E
3579,"[[17, 33], [18, 33], [18, 34], [17, 34]]",8,34559401,17N033E
3580,"[[16, 30], [17, 30], [17, 31], [16, 31]]",8,34557042,16N030E
3581,"[[16, 38], [17, 38], [17, 39], [16, 39]]",8,34557129,16N038E
3582,"[[16, 10], [17, 10], [17, 11], [16, 11]]",8,34556950,16N010E
3583,"[[15, 122], [16, 122], [16, 123], [15, 123]]",8,34556742,15N122E
3584,"[[15, 50], [16, 50], [16, 51], [15, 51]]",8,34555185,15N050E
3585,"[[15, 51], [16, 51], [16, 52], [15, 52]]",8,34555194,15N051E
3586,"[[15, 29], [16, 29], [16, 30], [15, 30]]",8,34555021,15N029E
3587,"[[15, 10], [16, 10], [16, 11], [15, 11]]",8,34554907,15N010E
3588,"[[20, 36], [21, 36], [21, 37], [20, 37]]",8,34565146,20N036E
3589,"[[20, 57], [21, 57], [21, 58], [20, 58]]",8,34565244,20N057E
3590,"[[20, 6], [21, 6], [21, 7], [20, 7]]",8,34565048,20N006E
3591,"[[20, 3], [21, 3], [21, 4], [20, 4]]",8,34565016,20N003E
3592,"[[19, 35], [20, 35], [20, 36], [19, 36]]",8,34563289,19N035E
3593,"[[19, 37], [20, 37], [20, 38], [19, 38]]",8,34563305,19N037E
3594,"[[19, 55], [20, 55], [20, 56], [19, 56]]",8,34563355,19N055E
3595,"[[19, 56], [20, 56], [20, 57], [19, 57]]",8,34563364,19N056E
3596,"[[19, 9], [20, 9], [20, 10], [19, 10]]",8,34563218,19N009E
3597,"[[18, 35], [19, 35], [19, 36], [18, 36]]",8,34561282,18N035E
3598,"[[18, 41], [19, 41], [19, 42], [18, 42]]",8,34561310,18N041E
3599,"[[18, 55], [19, 55], [19, 56], [18, 56]]",8,34561354,18N055E
3600,"[[22, 55], [23, 55], [23, 56], [22, 56]]",8,34569440,22N055E
3601,"[[22, 12], [23, 12], [23, 13], [22, 13]]",8,34569209,22N012E
3602,"[[22, 44], [23, 44], [23, 45], [22, 45]]",8,34569355,22N044E
3603,"[[22, 49], [23, 49], [23, 50], [22, 50]]",8,34569383,22N049E
3604,"[[22, 3], [23, 3], [23, 4], [22, 4]]",8,34569135,22N003E
3605,"[[21, 86], [22, 86], [22, 87], [21, 87]]",8,34567612,21N086E
3606,"[[21, 90], [22, 90], [22, 91], [21, 91]]",8,34567653,21N090E
3607,"[[21, 41], [22, 41], [22, 42], [21, 42]]",8,34567424,21N041E
3608,"[[21, 42], [22, 42], [22, 43], [21, 43]]",8,34567433,21N042E
3609,"[[21, 12], [22, 12], [22, 13], [21, 13]]",8,34567319,21N012E
3610,"[[21, 33], [22, 33], [22, 34], [21, 34]]",8,34567361,21N033E
3611,"[[20, 74], [21, 74], [21, 75], [20, 75]]",8,34565311,20N074E
3612,"[[24, 86], [25, 86], [25, 87], [24, 87]]",8,34575190,24N086E
3613,"[[24, 74], [25, 74], [25, 75], [24, 75]]",8,34575064,24N074E
3614,"[[24, 75], [25, 75], [25, 76], [24, 76]]",8,34575073,24N075E
3615,"[[24, 43], [25, 43], [25, 44], [24, 44]]",8,34574600,24N043E
3616,"[[24, 12], [25, 12], [25, 13], [24, 13]]",8,34574502,24N012E
3617,"[[24, 13], [25, 13], [25, 14], [24, 14]]",8,34574511,24N013E
3618,"[[24, 2], [25, 2], [25, 3], [24, 3]]",8,34574430,24N002E
3619,"[[23, 100], [24, 100], [24, 101], [23, 101]]",8,34573627,23N100E
3620,"[[23, 41], [24, 41], [24, 42], [23, 42]]",8,34571819,23N041E
3621,"[[23, 12], [24, 12], [24, 13], [23, 13]]",8,34571731,23N012E
3622,"[[22, 99], [23, 99], [23, 100], [22, 100]]",8,34570913,22N099E
3623,"[[22, 73], [23, 73], [23, 74], [22, 74]]",8,34569523,22N073E
3624,"[[27, 45], [28, 45], [28, 46], [27, 46]]",8,34582515,27N045E
3625,"[[26, 74], [27, 74], [27, 75], [26, 75]]",8,34580545,26N074E
3626,"[[26, 68], [27, 68], [27, 69], [26, 69]]",8,34580486,26N068E
3627,"[[26, 33], [27, 33], [27, 34], [26, 34]]",8,34579935,26N033E
3628,"[[26, 13], [27, 13], [27, 14], [26, 14]]",8,34579859,26N013E
3629,"[[26, 30], [27, 30], [27, 31], [26, 31]]",8,34579899,26N030E
3630,"[[25, 86], [26, 86], [26, 87], [25, 87]]",8,34578125,25N086E
3631,"[[25, 54], [26, 54], [26, 55], [25, 55]]",8,34577606,25N054E
3632,"[[25, 43], [26, 43], [26, 44], [25, 44]]",8,34577409,25N043E
3633,"[[25, 45], [26, 45], [26, 46], [25, 46]]",8,34577429,25N045E
3634,"[[25, 6], [26, 6], [26, 7], [25, 7]]",8,34577280,25N006E
3635,"[[25, 30], [26, 30], [26, 31], [25, 31]]",8,34577339,25N030E
3636,"[[29, 6], [30, 6], [30, 7], [29, 7]]",8,34585979,29N006E
3637,"[[28, 78], [29, 78], [29, 79], [28, 79]]",8,34585166,28N078E
3638,"[[28, 63], [29, 63], [29, 64], [28, 64]]",8,34585088,28N063E
3639,"[[28, 31], [29, 31], [29, 32], [28, 32]]",8,34584618,28N031E
3640,"[[28, 28], [29, 28], [29, 29], [28, 29]]",8,34584589,28N028E
3641,"[[28, 1], [29, 1], [29, 2], [28, 2]]",8,34584139,28N001E
3642,"[[27, 127], [28, 127], [28, 128], [27, 128]]",8,34584055,27N127E
3643,"[[27, 93], [28, 93], [28, 94], [27, 94]]",8,34583207,27N093E
3644,"[[27, 73], [28, 73], [28, 74], [27, 74]]",8,34583077,27N073E
3645,"[[27, 76], [28, 76], [28, 77], [27, 77]]",8,34583109,27N076E
3646,"[[27, 66], [28, 66], [28, 67], [27, 67]]",8,34582977,27N066E
3647,"[[27, 46], [28, 46], [28, 47], [27, 47]]",8,34582524,27N046E
3648,"[[31, 69], [32, 69], [32, 70], [31, 70]]",8,34591889,31N069E
3649,"[[31, 43], [32, 43], [32, 44], [31, 44]]",8,34591376,31N043E
3650,"[[31, 42], [32, 42], [32, 43], [31, 43]]",8,34591367,31N042E
3651,"[[31, 40], [32, 40], [32, 41], [31, 41]]",8,34591353,31N040E
3652,"[[31, 17], [32, 17], [32, 18], [31, 18]]",8,34590571,31N017E
3653,"[[31, 6], [32, 6], [32, 7], [31, 7]]",8,34590340,31N006E
3654,"[[31, 4], [32, 4], [32, 5], [31, 5]]",8,34590321,31N004E
3655,"[[30, 131], [31, 131], [31, 132], [30, 132]]",8,34590255,30N131E
3656,"[[30, 45], [31, 45], [31, 46], [30, 46]]",8,34588757,30N045E
3657,"[[30, 39], [31, 39], [31, 40], [30, 40]]",8,34588718,30N039E
3658,"[[30, 6], [31, 6], [31, 7], [30, 7]]",8,34587985,30N006E
3659,"[[29, 8], [30, 8], [30, 9], [29, 9]]",8,34585994,29N008E
3660,"[[34, 62], [35, 62], [35, 63], [34, 63]]",8,34598175,34N062E
3661,"[[34, 63], [35, 63], [35, 64], [34, 64]]",8,34598184,34N063E
3662,"[[33, 62], [34, 62], [34, 63], [33, 63]]",8,34595621,33N062E
3663,"[[33, 65], [34, 65], [34, 66], [33, 66]]",8,34595653,33N065E
3664,"[[33, 55], [34, 55], [34, 56], [33, 56]]",8,34595542,33N055E
3665,"[[33, 7], [34, 7], [34, 8], [33, 8]]",8,34594993,33N007E
3666,"[[32, 68], [33, 68], [33, 69], [32, 69]]",8,34593998,32N068E
3667,"[[32, 42], [33, 42], [33, 43], [32, 43]]",8,34593486,32N042E
3668,"[[32, 19], [33, 19], [33, 20], [32, 20]]",8,34593044,32N019E
3669,"[[32, 6], [33, 6], [33, 7], [32, 7]]",8,34592763,32N006E
3670,"[[31, 105], [32, 105], [32, 106], [31, 106]]",8,34592023,31N105E
3671,"[[31, 103], [32, 103], [32, 104], [31, 104]]",8,34592000,31N103E
3672,"[[39, 17], [40, 17], [40, 18], [39, 18]]",8,34614462,39N017E
3673,"[[38, 109], [39, 109], [39, 110], [38, 110]]",8,34611762,38N109E
3674,"[[38, 29], [39, 29], [39, 30], [38, 30]]",8,34611641,38N029E
3675,"[[38, 17], [39, 17], [39, 18], [38, 18]]",8,34610643,38N017E
3676,"[[37, 110], [38, 110], [38, 111], [37, 111]]",8,34608179,37N110E
3677,"[[37, 42], [38, 42], [38, 43], [37, 43]]",8,34607931,37N042E
3678,"[[36, 42], [37, 42], [37, 43], [36, 43]]",8,34604546,36N042E
3679,"[[35, 109], [36, 109], [36, 110], [35, 110]]",8,34601434,35N109E
3680,"[[35, 61], [36, 61], [36, 62], [35, 62]]",8,34601267,35N061E
3681,"[[35, 23], [36, 23], [36, 24], [35, 24]]",8,34600445,35N023E
3682,"[[35, 5], [36, 5], [36, 6], [35, 6]]",8,34600252,35N005E
3683,"[[34, 73], [35, 73], [35, 74], [34, 74]]",8,34598312,34N073E
3684,"[[41, 111], [42, 111], [42, 112], [41, 112]]",8,44190198,41N111E
3685,"[[41, 109], [42, 109], [42, 110], [41, 110]]",8,44190181,41N109E
3686,"[[39, 142], [40, 142], [40, 143], [39, 143]]",8,44184134,39N142E
3687,"[[43, 126], [44, 126], [44, 127], [43, 127]]",8,44197250,43N126E
3688,"[[42, 145], [43, 145], [43, 146], [42, 146]]",8,44193918,42N145E
3689,"[[42, 28], [43, 28], [43, 29], [42, 29]]",8,44193016,42N028E
3690,"[[55, 49], [56, 49], [56, 50], [55, 50]]",8,44262404,55N049E
3691,"[[56, 12], [57, 12], [57, 13], [56, 13]]",8,44262520,56N012E
3692,"[[53, 159], [54, 159], [54, 160], [53, 160]]",8,44256680,53N159E
3693,"[[46, 50], [47, 50], [47, 51], [46, 51]]",8,44212878,46N050E
3694,"[[46, 126], [47, 126], [47, 127], [46, 127]]",8,44212940,46N126E
3695,"[[45, 126], [46, 126], [46, 127], [45, 127]]",8,44208288,45N126E
3696,"[[44, 147], [45, 147], [45, 148], [44, 148]]",8,44202675,44N147E
3697,"[[44, 125], [45, 125], [45, 126], [44, 126]]",8,44202540,44N125E
3698,"[[65, 14], [66, 14], [66, 16], [65, 16]]",8,46710856,65N014-015E
3699,"[[64, 37], [65, 37], [65, 38], [64, 38]]",8,46710690,64N037E
3700,"[[60, 8], [61, 8], [61, 9], [60, 9]]",8,46709345,60N008E
3701,"[[60, 10], [61, 10], [61, 11], [60, 11]]",8,46709359,60N010E
3702,"[[60, 11], [61, 11], [61, 12], [60, 12]]",8,46709368,60N011E
3703,"[[60, 4], [61, 4], [61, 5], [60, 5]]",8,46709310,60N004E
3704,"[[58, 11], [59, 11], [59, 12], [58, 12]]",8,46706547,58N011E
3705,"[[-1, -63], [0, -63], [0, -62], [-1, -62]]",8,46713285,01S063W
3706,"[[-1, -75], [0, -75], [0, -74], [-1, -74]]",8,46713312,01S075W
3707,"[[0, -75], [1, -75], [1, -74], [0, -74]]",8,46712924,00S075W
3708,"[[-1, -53], [0, -53], [0, -52], [-1, -52]]",8,46713177,01S053W
3709,"[[0, -52], [1, -52], [1, -51], [0, -51]]",8,46712833,00S052W
3710,"[[71, 52], [72, 52], [72, 54], [71, 54]]",8,46712614,71N052-053E
3711,"[[70, 18], [71, 18], [71, 20], [70, 20]]",8,46712554,70N018-019E
3712,"[[70, 20], [71, 20], [71, 22], [70, 22]]",8,46712563,70N020-021E
3713,"[[70, 24], [71, 24], [71, 26], [70, 26]]",8,46712579,70N024-025E
3714,"[[67, 38], [68, 38], [68, 40], [67, 40]]",8,46711611,67N038-039E
3715,"[[66, 10], [67, 10], [67, 12], [66, 12]]",8,46711037,66N010-011E
3716,"[[66, 38], [67, 38], [67, 40], [66, 40]]",8,46711262,66N038-039E
3717,"[[-4, -41], [-3, -41], [-3, -40], [-4, -40]]",8,46714248,04S041W
3718,"[[-4, -42], [-3, -42], [-3, -41], [-4, -41]]",8,46714257,04S042W
3719,"[[-3, -76], [-2, -76], [-2, -75], [-3, -75]]",8,46714081,03S076W
3720,"[[-2, -81], [-1, -81], [-1, -80], [-2, -80]]",8,46713777,02S081W
3721,"[[-3, -41], [-2, -41], [-2, -40], [-3, -40]]",8,46713829,03S041W
3722,"[[-3, -43], [-2, -43], [-2, -42], [-3, -42]]",8,46713848,03S043W
3723,"[[-2, -48], [-1, -48], [-1, -47], [-2, -47]]",8,46713491,02S048W
3724,"[[-2, -50], [-1, -50], [-1, -49], [-2, -49]]",8,46713508,02S050W
3725,"[[-2, -62], [-1, -62], [-1, -61], [-2, -61]]",8,46713621,02S062W
3726,"[[-2, -63], [-1, -63], [-1, -62], [-2, -62]]",8,46713630,02S063W
3727,"[[-1, -76], [0, -76], [0, -75], [-1, -75]]",8,46713321,01S076W
3728,"[[-2, -41], [-1, -41], [-1, -40], [-2, -40]]",8,46713424,02S041W
3729,"[[-6, -57], [-5, -57], [-5, -56], [-6, -56]]",8,46715165,06S057W
3730,"[[-6, -45], [-5, -45], [-5, -44], [-6, -44]]",8,46715102,06S045W
3731,"[[-6, -56], [-5, -56], [-5, -55], [-6, -55]]",8,46715156,06S056W
3732,"[[-5, -61], [-4, -61], [-4, -60], [-5, -60]]",8,46714810,05S061W
3733,"[[-6, -34], [-5, -34], [-5, -33], [-6, -33]]",8,46714967,06S034W
3734,"[[-5, -42], [-4, -42], [-4, -41], [-5, -41]]",8,46714682,05S042W
3735,"[[-5, -45], [-4, -45], [-4, -44], [-5, -44]]",8,46714712,05S045W
3736,"[[-4, -74], [-3, -74], [-3, -73], [-4, -73]]",8,46714427,04S074W
3737,"[[-4, -75], [-3, -75], [-3, -74], [-4, -74]]",8,46714436,04S075W
3738,"[[-4, -76], [-3, -76], [-3, -75], [-4, -75]]",8,46714445,04S076W
3739,"[[-4, -43], [-3, -43], [-3, -42], [-4, -42]]",8,46714266,04S043W
3740,"[[-4, -45], [-3, -45], [-3, -44], [-4, -44]]",8,46714285,04S045W
3741,"[[-9, -38], [-8, -38], [-8, -37], [-9, -37]]",8,46716078,09S038W
